number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8665730337078652	2020-05-21 13:31:34.298444	2020-05-21 13:43:48.926397	0.11920295184157376	1.5709102096743537	64	0.4176200563541085	200	3	256	0.11730452751468741	0.20177902621722846	0.8665730337078652	0.49391385767790263	0.653558052434457	5.663857677902621	0.3998843754919986	0.20177902621722846	0.8665730337078652	0.49391385767790263	0.653558052434457	5.663857677902621	0.3998843754919986	1574611187	800.0	0.20177902621722846	0.8665730337078652	0.49391385767790263	0.653558052434457	5.663857677902621	0.3998843754919986	0	COMPLETE
1	0.8586142322097379	2020-05-21 13:43:48.970568	2020-05-21 14:28:35.716765	0.6497025441644607	24.28327499650009	128	0.3283812481566366	250	17	128	0.12278852935126994	0.21910112359550563	0.8586142322097379	0.475187265917603	0.6338951310861424	5.910814606741573	0.4057489816906258	0.21910112359550563	0.8586142322097379	0.4756554307116105	0.6338951310861424	5.910580524344569	0.40577127525224527	21359347	800.0	0.21910112359550563	0.8586142322097379	0.475187265917603	0.6338951310861424	5.9110486891385765	0.4057322615194112	1	COMPLETE
2	0.8562734082397003	2020-05-21 14:28:35.745082	2020-05-21 19:43:22.507290	0.29140686450280817	5.136747129846882	128	0.32979788427073875	450	79	512	0.12734121872262144	0.19428838951310862	0.8562734082397003	0.4545880149812734	0.6348314606741573	6.127808988764045	0.3844966013634174	0.19428838951310862	0.8562734082397003	0.4545880149812734	0.6348314606741573	6.127808988764045	0.3844966013634174	4163710521		0.19428838951310862	0.8562734082397003	0.4545880149812734	0.6348314606741573	6.127808988764045	0.3844966013634174	2	COMPLETE
3	0.11329588014981273	2020-05-21 19:43:22.528178	2020-05-21 19:59:35.517067	0.8530877452700282	28.464404751276255	64	0.1684000936847609	300	56	512	0.9770616852889389	0.012640449438202247	0.11329588014981273	0.03745318352059925	0.05898876404494382	47.116573033707866	0.05770550733013686	0.012640449438202247	0.11329588014981273	0.03745318352059925	0.05898876404494382	47.116573033707866	0.05770550733013686	3279300577	250.0	0.012640449438202247	0.11329588014981273	0.03745318352059925	0.05898876404494382	47.116573033707866	0.05770550733013686	3	COMPLETE
4	0.7514044943820225	2020-05-21 19:59:35.539355	2020-05-21 20:42:43.961184	0.5846418787252446	7.6625262991207235	128	0.39260079516538493	50	71	512	0.17054877644195482	0.12968164794007492	0.7514044943820225	0.3595505617977528	0.5187265917602997	8.228932584269662	0.31109776178817133	0.12968164794007492	0.7514044943820225	0.3595505617977528	0.5187265917602997	8.228932584269662	0.31109776178817133	3432125815		0.12968164794007492	0.7514044943820225	0.3595505617977528	0.5187265917602997	8.228932584269662	0.31109776178817133	4	COMPLETE
5	0.8361423220973783	2020-05-21 20:42:43.988620	2020-05-22 00:57:04.374707	0.3478272808965538	22.74292521259088	256	0.3359516887401752	250	55	512	0.13114993947938308	0.1605805243445693	0.8361423220973783	0.4147940074906367	0.5833333333333334	6.327247191011236	0.3535109811077045	0.1605805243445693	0.8361423220973783	0.4147940074906367	0.5833333333333334	6.327247191011236	0.3535109811077045	1879212853		0.1605805243445693	0.8361423220973783	0.4147940074906367	0.5833333333333334	6.327247191011236	0.3535109811077045	5	COMPLETE
6	0.8562734082397003	2020-05-22 00:57:04.397405	2020-05-22 04:02:39.102574	0.6139846808327087	8.605407659426863	256	0.31351239633189054	500	65	128	0.11685889935441846	0.2205056179775281	0.8562734082397003	0.49812734082397003	0.6619850187265918	5.630149812734082	0.4145792760292729	0.2205056179775281	0.8562734082397003	0.49812734082397003	0.6619850187265918	5.630149812734082	0.4145792760292729	935517950	350.0	0.2205056179775281	0.8562734082397003	0.49812734082397003	0.6619850187265918	5.630149812734082	0.4145792760292729	6	COMPLETE
7	0.8604868913857678	2020-05-22 04:02:39.140593	2020-05-22 06:02:48.091968	0.6543896366434949	23.406663479106662	64	0.14607635396790172	350	86	256	0.11983126459367685	0.19428838951310862	0.8604868913857678	0.4700374531835206	0.6357677902621723	5.781835205992509	0.389289654968368	0.19428838951310862	0.8604868913857678	0.4700374531835206	0.6357677902621723	5.781835205992509	0.389289654968368	3678562416	900.0	0.19428838951310862	0.8604868913857678	0.4700374531835206	0.6357677902621723	5.781835205992509	0.389289654968368	7	COMPLETE
8	0.8927902621722846	2020-05-22 06:02:48.118761	2020-05-22 07:17:13.399180	0.6007760528699182	8.492626662542412	64	0.2866497526912589	300	49	256	0.10966550686731516	0.2542134831460674	0.8927902621722846	0.5393258426966292	0.699438202247191	5.2677902621722845	0.44874260949339617	0.2542134831460674	0.8927902621722846	0.5393258426966292	0.699438202247191	5.2677902621722845	0.44874260949339617	2712740864		0.2542134831460674	0.8927902621722846	0.5393258426966292	0.699438202247191	5.2677902621722845	0.44874260949339617	8	COMPLETE
9	0.11376404494382023	2020-05-22 07:17:13.431827	2020-05-22 07:25:26.649150	0.9860470053411013	17.130226269928162	128	0.4185295083345999	50	82	256	0.9601861090226664	0.0149812734082397	0.11376404494382023	0.031835205992509365	0.05290262172284644	46.234082397003746	0.05871752986271656	0.0149812734082397	0.11376404494382023	0.031835205992509365	0.05290262172284644	46.234082397003746	0.05871752986271656	3680491006	200.0	0.0149812734082397	0.11376404494382023	0.031835205992509365	0.05290262172284644	46.234082397003746	0.05871752986271656	9	COMPLETE
10	0.8576779026217228	2020-05-22 07:25:26.674901	2020-05-22 09:41:24.931306	0.43337376382690684	4.519305736387391	256	0.11826029262620806	450	30	128	0.12297952147148382	0.25608614232209737	0.8576779026217228	0.522003745318352	0.670880149812734	5.918071161048689	0.438664440256372	0.25608614232209737	0.8576779026217228	0.522003745318352	0.670880149812734	5.918071161048689	0.438664440256372	38518490	600.0	0.25608614232209737	0.8576779026217228	0.522003745318352	0.670880149812734	5.918071161048689	0.438664440256372	10	COMPLETE
11	0.8918539325842697	2020-05-22 09:41:24.999642	2020-05-22 13:24:48.959197	0.9296744471831052	18.666503342779393	256	0.15159952897975743	150	78	256	0.10851403856597673	0.24297752808988765	0.8918539325842697	0.528558052434457	0.6853932584269663	5.224719101123595	0.43789623026031577	0.24297752808988765	0.8918539325842697	0.528558052434457	0.6853932584269663	5.224719101123595	0.43789623026031577	620422044		0.24297752808988765	0.8918539325842697	0.528558052434457	0.6853932584269663	5.224719101123595	0.43789623026031577	11	COMPLETE
12	0.8478464419475655	2020-05-22 13:24:48.980375	2020-05-22 19:06:32.155052	0.3762212630650049	3.476106958751125	256	0.35296417364565624	350	54	512	0.1288118131069836	0.18211610486891386	0.8478464419475655	0.44147940074906367	0.6137640449438202	6.211142322097379	0.37215431291263334	0.18211610486891386	0.8478464419475655	0.44147940074906367	0.6137640449438202	6.211142322097379	0.37215431291263334	2979821379		0.18211610486891386	0.8478464419475655	0.44147940074906367	0.6137640449438202	6.211142322097379	0.37215431291263334	12	COMPLETE
