number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451
0	TrialState.COMPLETE	0.013832330028328612	2020-01-08 17:53:14.587314	2020-01-08 18:38:40.470634	5.9567628928806045	150.0	26.0	0.004072109772702787	1800.0	0.9279790740498255	0.004957507082152974	0.013832330028328612	0.008786296033994334	0.010291253541076488	18812.968473353398	0.008273180953260678	0.004957507082152974	0.013832330028328612	0.008786296033994334	0.010291253541076488	18812.968130311616	0.008273180962352031	0.004957507082152974	0.013832330028328612	0.008786296033994334	0.010291253541076488	18812.968816395183	0.008273180944173853	0					0.012423276676109537	0.013228450020234723			
1	TrialState.COMPLETE	0.01646600566572238	2020-01-08 18:38:40.472450	2020-01-08 19:39:45.069739	4.045295078365703	450.0	46.0	0.006288922436761997	600.0	0.8723634489981822	0.0021689093484419265	0.01646600566572238	0.006152620396600567	0.009605169971671388	17684.705282843486	0.007131192138736549	0.0021689093484419265	0.01646600566572238	0.006152620396600567	0.009605169971671388	17684.70496193343	0.007131192145672222	0.0021689093484419265	0.01646600566572238	0.006152620396600567	0.009605169971671388	17684.70560375354	0.007131192131804028	1					0.015521718602455147	0.016061311210036424			
2	TrialState.COMPLETE	0.017262747875354107	2020-01-08 19:39:45.071285	2020-01-08 20:20:08.669503	9.668292648473477	450.0	46.0	0.01883373799537912	800.0	0.7910196153580947	0.0027443342776203965	0.017262747875354107	0.007082152974504249	0.010033050047214354	16034.415840415486	0.00802516075617578	0.0027443342776203965	0.017262747875354107	0.007082152974504249	0.010033050047214354	16034.415545325779	0.008025160895094805	0.0027443342776203965	0.017262747875354107	0.007082152974504249	0.010033050047214354	16034.416135505193	0.008025160617653121	2			0.016244688385269122	0.016855524079320113					
3	TrialState.COMPLETE	0.0035410764872521247	2020-01-08 20:20:08.670515	2020-01-08 20:41:58.038702	6.468143879578569	50.0	21.0	0.00545329306115897	1500.0	0.9629683804912114	0.0022308781869688384	0.0035410764872521247	0.002691218130311615	0.002868271954674221	19522.149946883852	0.002824432880114037	0.0022308781869688384	0.0035410764872521247	0.002691218130311615	0.002868271954674221	19522.14957507082	0.0028244328823575655	0.0022308781869688384	0.0035410764872521247	0.002691218130311615	0.002868271954674221	19522.150318696884	0.0028244328778708615	3		0.0027148253068932956	0.0032312322946175635						
4	TrialState.COMPLETE	0.013168378186968838	2020-01-08 20:41:58.039769	2020-01-08 21:40:31.203630	6.783857557428275	450.0	36.0	0.0018429607080182838	800.0	0.9334546583878195	0.004182896600566572	0.013168378186968838	0.005289483002832861	0.008697769121813031	18923.36104594547	0.006639412283288396	0.004182896600566572	0.013168378186968838	0.005289483002832861	0.008697769121813031	18923.36081356232	0.00663941229002175	0.004182896600566572	0.013168378186968838	0.005289483002832861	0.008697769121813031	18923.36127832861	0.0066394122765582415	4					0.01189211520302172	0.012621408336705787			
5	TrialState.COMPLETE	0.015551227573182247	2020-01-08 21:40:31.205329	2020-01-08 22:13:19.024169	3.8082980749186204	250.0	31.0	0.03752947738379712	1500.0	0.748362089028573	0.0033345136921624175	0.015551227573182247	0.007819877242681775	0.010475684608120869	15169.8725802644	0.008157710338082949	0.0033345136921624175	0.015551227573182247	0.007819877242681775	0.010475684608120869	15169.872285174693	0.008157710372518478	0.0033345136921624175	0.015551227573182247	0.007819877242681775	0.010475684608120869	15169.872875354107	0.008157710303676582	5			0.015625	0.015580736543909348					
6	TrialState.COMPLETE	0.013101983002832862	2020-01-08 22:13:19.025299	2020-01-08 23:01:45.945862	3.2720032222335047	450.0	31.0	0.0016584858782541828	1200.0	0.9389379204108477	0.002124645892351275	0.013101983002832862	0.005918656414407123	0.008953864832051801	19035.11229006475	0.005736656697755278	0.002124645892351275	0.013101983002832862	0.005918656414407123	0.008953864832051801	19035.1119233104	0.005736656720725364	0.002124645892351275	0.013101983002832862	0.005918656414407123	0.008953864832051801	19035.112656819103	0.005736656674809203	6				0.012181303116147308	0.012718366383380548				
7	TrialState.COMPLETE	0.0030099150141643057	2020-01-08 23:01:45.947222	2020-01-08 23:24:41.804565	0.7093743248360223	150.0	26.0	0.007024347955768042	1000.0	0.940284417048154	0.00021246458923512748	0.0030099150141643057	0.0010269121813031162	0.001735127478753541	19062.284171388103	0.001479182816787038	0.00021246458923512748	0.0030099150141643057	0.0010269121813031162	0.001735127478753541	19062.28371104816	0.0014791828468323353	0.00021246458923512748	0.0030099150141643057	0.0010269121813031162	0.001735127478753541	19062.284631728045	0.0014791827867764332	7		0.0027738432483474977	0.002921388101983003						
8	TrialState.COMPLETE	0.015285646836638338	2020-01-08 23:24:41.805551	2020-01-09 00:28:06.219379	5.914099319585282	350.0	41.0	0.00243014237692182	2000.0	0.9211665287345946	0.0040132200188857416	0.015285646836638338	0.006334592382751023	0.00967894239848914	18674.51399708845	0.0073022154595313105	0.0040132200188857416	0.015285646836638338	0.006334592382751023	0.00967894239848914	18674.513692162418	0.007302215485307932	0.0040132200188857416	0.015285646836638338	0.006334592382751023	0.00967894239848914	18674.51430201448	0.007302215433777006	8						0.014341359773371105	0.014872521246458924		
9	TrialState.COMPLETE	0.013526912181303117	2020-01-09 00:28:06.220334	2020-01-09 00:53:04.090326	4.5522001724943495	250.0	36.0	0.0751154734274843	1500.0	0.6788664530587998	0.0028328611898017	0.013526912181303117	0.0061614730878186965	0.008463172804532577	13760.330718838526	0.0071550409997976705	0.0028328611898017	0.013526912181303117	0.0061614730878186965	0.008463172804532577	13760.330417847026	0.007155041012622487	0.0028328611898017	0.013526912181303117	0.0061614730878186965	0.008463172804532577	13760.331019830028	0.007155040986982272	9		0.013101983002832862	0.01336756373937677						
10	TrialState.COMPLETE	0.0056657223796034	2020-01-09 00:53:04.091871	2020-01-09 01:22:46.974576	6.790437308545141	150.0	16.0	0.0014266429601944674	1100.0	0.9741211875572395	0.003806657223796034	0.0056657223796034	0.0047804532577903685	0.005046033994334277	19748.465267941454	0.004721644043237345	0.003806657223796034	0.0056657223796034	0.0047804532577903685	0.005046033994334277	19748.464972851747	0.004721644049980031	0.003806657223796034	0.0056657223796034	0.0047804532577903685	0.005046033994334277	19748.46556303116	0.004721644036497277	10			0.0047804532577903685	0.005311614730878187					
11	TrialState.COMPLETE	0.01515074868474302	2020-01-09 01:22:46.975606	2020-01-09 02:11:16.969734	2.706129156063202	450.0	31.0	0.004780460677074164	1300.0	0.9104529244144343	0.002124645892351275	0.01515074868474302	0.007031566167543505	0.009586199919061109	18457.121319809794	0.00681120787013745	0.002124645892351275	0.01515074868474302	0.007031566167543505	0.009586199919061109	18457.120826588427	0.006811207877360558	0.002124645892351275	0.01515074868474302	0.007031566167543505	0.009586199919061109	18457.12181303116	0.006811207862916307	11				0.014058073654390935	0.014695467422096316				
12	TrialState.COMPLETE	0.00141643059490085	2020-01-09 02:11:16.971134	2020-01-09 02:25:27.240602	1.8958124405149963	50.0	11.0	0.011089085758273812	1000.0	0.9469996399390738	0.0	0.00141643059490085	0.0	0.000708215297450425	19198.67411030453	0.0006664431545959149	0.0	0.00141643059490085	0.0	0.000708215297450425	19198.67377832861	0.0006664431970641939	0.0	0.00141643059490085	0.0	0.000708215297450425	19198.674442280455	0.0006664431121558182	12	0.000708215297450425	0.0011803588290840415							
13	TrialState.COMPLETE	0.011065864022662889	2020-01-09 02:25:27.242015	2020-01-09 03:27:13.976242	6.504569207127686	150.0	31.0	0.002016126884816722	1000.0	0.9482627136327434	0.003558781869688385	0.011065864022662889	0.007418555240793201	0.008746458923512748	19223.94491855524	0.006215472637845232	0.003558781869688385	0.011065864022662889	0.007418555240793201	0.008746458923512748	19223.94468838527	0.00621547264618205	0.003558781869688385	0.011065864022662889	0.007418555240793201	0.008746458923512748	19223.94514872521	0.006215472629512614	13							0.009361720963172804	0.010308467107333963	
14	TrialState.COMPLETE	0.015514341359773372	2020-01-09 03:27:13.977204	2020-01-09 04:17:56.353256	6.146623534596947	250.0	41.0	0.006852261092498962	500.0	0.8929009121683155	0.0050681657223796035	0.015514341359773372	0.007834631728045325	0.009295325779036826	18100.836225212464	0.008627406982686239	0.0050681657223796035	0.015514341359773372	0.007834631728045325	0.009295325779036826	18100.836070290366	0.008627406998895736	0.0050681657223796035	0.015514341359773372	0.007834631728045325	0.009295325779036826	18100.836380134562	0.008627406966489403	14					0.0141938149197356	0.01494840145690004			
15	TrialState.COMPLETE	0.01677584985835694	2020-01-09 04:17:56.354969	2020-01-09 05:06:31.403643	1.5147115146423313	450.0	1.0	0.003745942199778918	1200.0	0.9314826605283147	0.002013987252124646	0.01677584985835694	0.008011685552407931	0.010269121813031162	18883.929643236545	0.007223572323613036	0.002013987252124646	0.01677584985835694	0.008011685552407931	0.010269121813031162	18883.92935552408	0.007223572352052968	0.002013987252124646	0.01677584985835694	0.008011685552407931	0.010269121813031162	18883.92993094901	0.007223572295202038	15					0.015344664778092541	0.01616248482395791			
16	TrialState.COMPLETE	0.003045325779036827	2020-01-09 05:06:31.404764	2020-01-09 05:29:24.330519	2.3538277035836543	150.0	21.0	0.0011071342126323725	1500.0	0.9672378721344375	0.002018413597733711	0.003045325779036827	0.002124645892351275	0.002160056657223796	19608.72544263456	0.0026014646960550026	0.002018413597733711	0.003045325779036827	0.002124645892351275	0.002160056657223796	19608.725	0.0026014646999371082	0.002018413597733711	0.003045325779036827	0.002124645892351275	0.002160056657223796	19608.725885269123	0.0026014646921735524	16		0.002360717658168083	0.002788597733711048						
17	TrialState.COMPLETE	0.001903328611898017	2020-01-09 05:29:24.331793	2020-01-09 05:41:18.349296	1.6337743803740796	50.0	1.0	0.00355874924540428	1500.0	0.9750531399444378	0.000796742209631728	0.001903328611898017	0.0013279036827195468	0.00141643059490085	19767.331798866857	0.0014154382478908378	0.000796742209631728	0.001903328611898017	0.0013279036827195468	0.00141643059490085	19767.331267705384	0.0014154382510025894	0.000796742209631728	0.001903328611898017	0.0013279036827195468	0.00141643059490085	19767.33233002833	0.0014154382447796572	17	0.000796742209631728	0.001534466477809254							
18	TrialState.COMPLETE	0.017329143059490085	2020-01-09 05:41:18.350343	2020-01-09 06:29:14.858242	2.755207312175777	150.0	36.0	0.013544965576923196	1600.0	0.8785640579134639	0.004913243626062323	0.017329143059490085	0.009450247875354107	0.012128186968838528	17810.664505134562	0.009299661063330873	0.004913243626062323	0.017329143059490085	0.009450247875354107	0.012128186968838528	17810.663996104817	0.009299661151887028	0.004913243626062323	0.017329143059490085	0.009450247875354107	0.012128186968838528	17810.665014164308	0.009299660974928688	18					0.01673158640226629	0.017073047349251316			
19	TrialState.COMPLETE	0.007486847430190206	2020-01-09 06:29:14.859825	2020-01-09 07:06:33.620430	2.0195019339362634	150.0	16.0	0.004186576708237448	1900.0	0.9417862408190819	0.00207405908539053	0.007486847430190206	0.004299878591663294	0.005842776203966006	19092.646107345205	0.004209096908700747	0.00207405908539053	0.007486847430190206	0.004299878591663294	0.005842776203966006	19092.64556353703	0.004209096920566353	0.00207405908539053	0.007486847430190206	0.004299878591663294	0.005842776203966006	19092.64665115338	0.004209096896838884	19				0.006090651558073654	0.006905099150141643				
20	TrialState.COMPLETE	0.0001327903682719547	2020-01-09 07:06:33.621879	2020-01-09 07:22:15.718805	1.5790560669896032	50.0	41.0	0.0024818759489954366	1300.0	0.976305322849523	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	19792.870994157223	0.0002764097301025623	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	19792.870485127478	0.0002764097535108287	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	19792.87150318697	0.0002764097067015923	20	0.0002655807365439094	0.00017705382436260624							
21	TrialState.COMPLETE	0.00793791312559018	2020-01-09 07:22:15.720168	2020-01-09 07:57:23.692811	0.5172672999965374	350.0	21.0	0.026205442053755093	1300.0	0.8615522957518041	0.0016820113314447592	0.00793791312559018	0.0035410764872521247	0.004603399433427762	17465.219045089707	0.004111659298628111	0.0016820113314447592	0.00793791312559018	0.0035410764872521247	0.004603399433427762	17465.21875	0.004111659302723837	0.0016820113314447592	0.00793791312559018	0.0035410764872521247	0.004603399433427762	17465.219340179414	0.004111659294533045	21			0.007126416430594901	0.007613314447592068					
22	TrialState.COMPLETE	0.0010180594900849858	2020-01-09 07:57:23.694297	2020-01-09 08:12:03.172042	0.5231269177353944	150.0	11.0	0.008608359995335586	1500.0	0.947376652072809	4.426345609065156e-05	0.0010180594900849858	0.0002213172804532578	0.0004868980169971671	19206.45040279745	0.0006685651149343189	4.426345609065156e-05	0.0010180594900849858	0.0002213172804532578	0.0004868980169971671	19206.45007082153	0.0006685652832718746	4.426345609065156e-05	0.0010180594900849858	0.0002213172804532578	0.0004868980169971671	19206.45073477337	0.0006685649469218526	22	0.0006196883852691218	0.0008852691218130312							
23	TrialState.COMPLETE	0.012747875354107648	2020-01-09 08:12:03.173601	2020-01-09 09:19:56.290070	5.404068306453548	150.0	26.0	0.0024488136832052326	1200.0	0.9457540758549441	0.004361962400206026	0.012747875354107648	0.005891063610610352	0.008836595415915529	19172.62245686325	0.006748905961415411	0.004361962400206026	0.012747875354107648	0.005891063610610352	0.008836595415915529	19172.62216713881	0.006748905964048314	0.004361962400206026	0.012747875354107648	0.005891063610610352	0.008836595415915529	19172.62274658769	0.006748905958783108	23								0.011174063581995594	0.012039660056657223
24	TrialState.COMPLETE	0.012238845609065156	2020-01-09 09:19:56.292000	2020-01-09 09:55:11.975281	4.118420705380343	50.0	1.0	0.020893296635562726	1900.0	0.9049479331880887	0.004094369688385269	0.012238845609065156	0.006661650141643059	0.008609242209631728	18345.485924220964	0.0069529616364800186	0.004094369688385269	0.012238845609065156	0.006661650141643059	0.008609242209631728	18345.4856365085	0.006952961712070126	0.004094369688385269	0.012238845609065156	0.006661650141643059	0.008609242209631728	18345.48621193343	0.006952961561036485	24					0.011301935788479697	0.011837312828814246			
25	TrialState.COMPLETE	0.015909550789154188	2020-01-09 09:55:11.976650	2020-01-09 10:46:23.147497	4.027806066681681	450.0	46.0	0.006822376138896847	500.0	0.8643265683539204	0.002124645892351275	0.015909550789154188	0.005311614730878187	0.009485026305139619	17521.61715904492	0.0067136615844233865	0.002124645892351275	0.015909550789154188	0.005311614730878187	0.009485026305139619	17521.616729057063	0.0067136615886930675	0.002124645892351275	0.015909550789154188	0.005311614730878187	0.009485026305139619	17521.61758903278	0.006713661580154662	25				0.014978753541076487	0.015521718602455147				
26	TrialState.COMPLETE	0.01791194523135033	2020-01-09 10:46:23.148879	2020-01-09 11:21:31.914988	3.606806158144534	250.0	46.0	0.02939279567208521	1000.0	0.7824385647907797	0.003806657223796034	0.01791194523135033	0.008705146364494806	0.011803588290840416	15860.792183073654	0.008918101050885995	0.003806657223796034	0.01791194523135033	0.008705146364494806	0.011803588290840416	15860.792020774315	0.008918101058411114	0.003806657223796034	0.01791194523135033	0.008705146364494806	0.011803588290840416	15860.792345372993	0.00891810104336402	26			0.01704143059490085	0.017563739376770537					
27	TrialState.COMPLETE	0.01616248482395791	2020-01-09 11:21:31.916886	2020-01-09 12:04:56.706309	8.915696469375018	250.0	41.0	0.03329918050761328	800.0	0.7620922454675622	0.004476932416025901	0.01616248482395791	0.00806859571023877	0.01069910967219749	15447.345887292595	0.009106476150956501	0.004476932416025901	0.01616248482395791	0.00806859571023877	0.01069910967219749	15447.345406717928	0.009106476555973393	0.004476932416025901	0.01616248482395791	0.00806859571023877	0.01069910967219749	15447.34636786726	0.009106475748066223	27				0.015474504249291785	0.01587582625118036				
28	TrialState.COMPLETE	0.017209631728045325	2020-01-09 12:04:56.707410	2020-01-09 12:32:25.222691	6.357163443702645	350.0	31.0	0.07431371863456357	1400.0	0.6987780756824471	0.0036118980169971672	0.017209631728045325	0.007825779036827196	0.011437677053824362	14163.734720254957	0.00869241891258318	0.0036118980169971672	0.017209631728045325	0.007825779036827196	0.011437677053824362	14163.73452549575	0.008692418931477085	0.0036118980169971672	0.017209631728045325	0.007825779036827196	0.011437677053824362	14163.734915014164	0.008692418893699474	28		0.017351274787535412	0.017262747875354107						
29	TrialState.COMPLETE	0.010888810198300283	2020-01-09 12:32:25.224555	2020-01-09 12:50:35.147282	0.6148258054586843	350.0	31.0	0.07893247741174841	1300.0	0.814287444035662	0.002080382436260623	0.010888810198300283	0.005267351274787536	0.008011685552407931	16506.92889075779	0.005329207019897898	0.002080382436260623	0.010888810198300283	0.005267351274787536	0.008011685552407931	16506.92864730878	0.005329207037861772	0.002080382436260623	0.010888810198300283	0.005267351274787536	0.008011685552407931	16506.9291342068	0.005329207001945932	29	0.012393767705382436	0.011390462700661							
30	TrialState.COMPLETE	0.014543707001214084	2020-01-09 12:50:35.149314	2020-01-09 13:38:26.242590	8.586371503536956	450.0	21.0	0.00612163972748034	700.0	0.8857976203282102	0.001972885471469041	0.014543707001214084	0.006728045325779037	0.009788547146904088	17957.216030959127	0.006568251697947361	0.001972885471469041	0.014543707001214084	0.006728045325779037	0.009788547146904088	17957.21575273169	0.006568251706688443	0.001972885471469041	0.014543707001214084	0.006728045325779037	0.009788547146904088	17957.216309186566	0.00656825168920887	30				0.013491501416430594	0.014105288007554296				
31	TrialState.COMPLETE	0.01589058073654391	2020-01-09 13:38:26.244308	2020-01-09 13:56:45.442471	3.4553712353411346	350.0	36.0	0.09153046661425861	900.0	0.7054001828580145	0.00340828611898017	0.01589058073654391	0.008144475920679886	0.010313385269121813	14298.252124645893	0.00823013046830395	0.00340828611898017	0.01589058073654391	0.008144475920679886	0.010313385269121813	14298.251770538243	0.008230130678552907	0.00340828611898017	0.01589058073654391	0.008144475920679886	0.010313385269121813	14298.25247875354	0.008230130258647567	31	0.016908640226628895	0.016229933899905572							
32	TrialState.COMPLETE	0.019940686968838526	2020-01-09 13:56:45.444044	2020-01-09 14:45:29.221810	8.502662293882073	150.0	46.0	0.03336895223545603	1600.0	0.7579583754680839	0.004315686968838527	0.019940686968838526	0.008100212464589236	0.012327372521246459	15363.781072946176	0.009471716529169262	0.004315686968838527	0.019940686968838526	0.008100212464589236	0.012327372521246459	15363.78091802408	0.009471716585135983	0.004315686968838527	0.019940686968838526	0.008100212464589236	0.012327372521246459	15363.781227868272	0.009471716473309298	32					0.019151322001888575	0.01960238769728855			
33	TrialState.COMPLETE	0.0025672804532577906	2020-01-09 14:45:29.223828	2020-01-09 15:01:05.312094	0.6591920479147331	50.0	36.0	0.07005000133653705	1200.0	0.9340763967206024	0.000398371104815864	0.0025672804532577906	0.0009737960339943342	0.0016377478753541077	18936.22426080028	0.001376023031770658	0.000398371104815864	0.0025672804532577906	0.0009737960339943342	0.0016377478753541077	18936.223884560906	0.0013760230364100613	0.000398371104815864	0.0025672804532577906	0.0009737960339943342	0.0016377478753541077	18936.22463703966	0.001376023027132513	33	0.0010623229461756375	0.002065627950897073							
34	TrialState.COMPLETE	0.017144711992445702	2020-01-09 15:01:05.313576	2020-01-09 15:40:41.711203	2.6724218708215157	450.0	36.0	0.015928971880878526	800.0	0.8161712443538661	0.0031574598677998112	0.017144711992445702	0.007347733711048158	0.009796978281397545	16544.669735599622	0.008077212405234	0.0031574598677998112	0.017144711992445702	0.007347733711048158	0.009796978281397545	16544.66929296506	0.008077212555704373	0.0031574598677998112	0.017144711992445702	0.007347733711048158	0.009796978281397545	16544.670178234184	0.008077212254940026	34			0.016244688385269122	0.01678470254957507					
35	TrialState.COMPLETE	0.016141406987724267	2020-01-09 15:40:41.712764	2020-01-09 16:16:24.849649	4.314193951047482	350.0	31.0	0.022249833360665508	900.0	0.7972310425537089	0.004131255901794146	0.016141406987724267	0.006875590179414542	0.01082979225684608	16160.358637275733	0.008632534340444888	0.004131255901794146	0.016141406987724267	0.006875590179414542	0.01082979225684608	16160.358415958452	0.008632534558245846	0.004131255901794146	0.016141406987724267	0.006875590179414542	0.01082979225684608	16160.358858593012	0.00863253412341233	35			0.015625	0.01593484419263456					
36	TrialState.COMPLETE	0.017174220963172806	2020-01-09 16:16:24.851190	2020-01-09 16:43:33.735170	9.482055960807921	250.0	6.0	0.06577022523288162	500.0	0.6945106516781838	0.0028328611898017	0.017174220963172806	0.006344428706326724	0.010180594900849858	14076.834823536356	0.007856601739816355	0.0028328611898017	0.017174220963172806	0.006344428706326724	0.010180594900849858	14076.83442516525	0.007856601770656387	0.0028328611898017	0.017174220963172806	0.006344428706326724	0.010180594900849858	14076.83522190746	0.007856601708995879	36			0.016643059490084985	0.016961756373937677					
37	TrialState.COMPLETE	0.014665958451369216	2020-01-09 16:43:33.736275	2020-01-09 17:15:43.108399	5.188238517556444	150.0	36.0	0.06589915428408749	1500.0	0.704036283507033	0.003895184135977337	0.014665958451369216	0.007436260623229462	0.009855996222851746	14271.219177880075	0.008304335125081079	0.003895184135977337	0.014665958451369216	0.007436260623229462	0.009855996222851746	14271.218927053824	0.008304335153251604	0.003895184135977337	0.014665958451369216	0.007436260623229462	0.009855996222851746	14271.219428706327	0.008304335096938082	37			0.014562677053824363	0.014624645892351275					
38	TrialState.COMPLETE	0.01791194523135033	2020-01-09 17:15:43.109713	2020-01-09 17:51:18.627018	7.255454902732153	350.0	26.0	0.03631076137029034	1500.0	0.7603330819629387	0.003068932955618508	0.01791194523135033	0.006964117091595845	0.010269121813031162	15411.657135269123	0.00818061060384219	0.003068932955618508	0.01791194523135033	0.006964117091595845	0.010269121813031162	15411.656810670444	0.008180610635697767	0.003068932955618508	0.01791194523135033	0.006964117091595845	0.010269121813031162	15411.6574598678	0.008180610572016031	38			0.016333215297450424	0.017280453257790367					
39	TrialState.COMPLETE	0.014075779036827196	2020-01-09 17:51:18.628021	2020-01-09 18:44:02.980354	6.728208677747004	350.0	36.0	0.0019566226829261495	1500.0	0.9369707714348601	0.00298778328611898	0.014075779036827196	0.006639518413597734	0.009140403682719546	18994.872200336402	0.0063135277232114735	0.00298778328611898	0.014075779036827196	0.006639518413597734	0.009140403682719546	18994.871901558072	0.006313527739257721	0.00298778328611898	0.014075779036827196	0.006639518413597734	0.009140403682719546	18994.872499114732	0.006313527707174122	39					0.012629839471199245	0.013456090651558074			
