number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0004868980169971671	2020-01-13 11:30:10.604867	2020-01-13 13:31:27.044139	0.7506075097619022	13.79300885762042	250.0	60.0	0.058284803787781204	0.029963298934737034	800.0	0.9950395441786207	0.0	0.0004868980169971671	0.0002655807365439094	0.000398371104815864	20172.917028151558	0.00034181635638374684	0.0	0.0004868980169971671	0.0002655807365439094	0.000398371104815864	20172.91687322946	0.0003418163653743609	0.0	0.0004868980169971671	0.0002655807365439094	0.000398371104815864	20172.917183073656	0.0003418163473983422	0	0.0006196883852691218	0.0005311614730878187
1	TrialState.COMPLETE	0.0001327903682719547	2020-01-13 13:31:27.045076	2020-01-13 14:39:35.491425	0.6919120294610049	29.52869969523949	150.0	90.0	0.02066131014787177	0.007053452689804875	1800.0	1.0042138413133221	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20359.09215651558	0.00021064030575918794	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20359.09184667139	0.00021064032023254442	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20359.092466359773	0.00021064029129084648	1	8.852691218130312e-05	0.00011803588290840416
2	TrialState.COMPLETE	0.0	2020-01-13 14:39:35.492488	2020-01-13 14:49:45.216772	0.39214953341900793	22.254099100286084	50.0	40.0	0.0013455674482055473	0.020729291507852368	2000.0	0.9939292505077593	0.0	0.0	0.0	0.0	20150.04457330028	0.00023259778981737998	0.0	0.0	0.0	0.0	20150.04426345609	0.00023259779956953062	0.0	0.0	0.0	0.0	20150.044883144477	0.00023259778006864287	2	0.0	0.0
3	TrialState.COMPLETE	0.0002655807365439094	2020-01-13 14:49:45.217929	2020-01-13 15:01:13.703909	0.7526379051448445	6.10620786055233	50.0	60.0	0.010230063608111134	0.00010017893725126103	900.0	1.0055292322077323	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002655807365439094	20385.379337818697	0.00033612227005567916	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002655807365439094	20385.378939447593	0.00033612227548982643	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002655807365439094	20385.379736189803	0.000336122264623061	3	0.0003541076487252125	0.0002950897072710104
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-13 15:01:13.704908	2020-01-13 16:45:04.135927	0.40116494519503487	15.047542820661535	250.0	50.0	0.009137674127893625	0.0005665765417231353	1400.0	0.9933880047390672	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20139.390248760625	0.00024647013440993483	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20139.390005311616	0.00024647014554782454	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20139.390492209634	0.0002464701232762826	4	0.00017705382436260624	0.00017705382436260624
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-13 16:45:04.136854	2020-01-13 19:28:04.815824	0.8506314940102812	5.851336218088975	350.0	40.0	0.011552783170493481	0.01335556079972355	1900.0	1.0049907565856704	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20374.194338703965	0.00029366687496697647	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20374.194095254956	0.0002936668770822003	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20374.194582152973	0.0002936668728521192	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0006196883852691218	2020-01-13 19:28:04.816876	2020-01-13 19:37:45.449771	0.9232055161013162	28.900115652805574	50.0	30.0	0.06058144565776392	0.00012238119702658878	1300.0	1.0028235113150676	0.0	0.0006196883852691218	0.0001327903682719547	0.0003541076487252125	20330.287203434844	0.00035470550252272756	0.0	0.0006196883852691218	0.0001327903682719547	0.0003541076487252125	20330.28700424929	0.00035470551609317685	0.0	0.0006196883852691218	0.0001327903682719547	0.0003541076487252125	20330.287402620397	0.000354705488959237	6	0.0005311614730878187	0.0005901794145420207
7	TrialState.COMPLETE	0.0005754249291784702	2020-01-13 19:37:45.450844	2020-01-13 20:26:10.494286	0.5189015039010608	14.433607507089896	350.0	10.0	0.01713472381619651	0.004100917245056877	900.0	0.9873120668305965	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	20015.95243891643	0.0003096214525929516	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	20015.95223973088	0.0003096214527719721	0.0	0.0005754249291784702	8.852691218130312e-05	0.0002655807365439094	20015.952638101982	0.00030962145241393666	7	0.0006196883852691218	0.0005901794145420207
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-13 20:26:10.495296	2020-01-14 00:26:59.546945	0.9195196572342869	19.05899191246803	350.0	60.0	0.001168917882241902	0.007286132895934726	800.0	1.0106734954921457	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20489.75360747167	0.0002902747159417105	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20489.753319759206	0.00029027471818664197	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20489.753895184134	0.0002902747136971121	8	0.0003541076487252125	0.0003541076487252125
9	TrialState.COMPLETE	0.0	2020-01-14 00:26:59.547914	2020-01-14 00:47:47.542051	0.8030528619329239	6.120162049974288	150.0	20.0	0.010105051886045083	0.0011255503618813232	1900.0	1.000089167934585	0.0	0.0	0.0	0.0	20275.303160410764	0.0001832874645850505	0.0	0.0	0.0	0.0	20275.302717776205	0.0001832874796869836	0.0	0.0	0.0	0.0	20275.303603045326	0.00018328744949124202	9	0.0	0.0
10	TrialState.COMPLETE	0.000708215297450425	2020-01-14 00:47:47.543112	2020-01-14 00:59:38.492667	0.13663874162526773	29.19180255121014	50.0	60.0	0.001545990277626471	0.01448200652975645	1000.0	0.9966806623064459	0.0	0.000708215297450425	0.00017705382436260624	0.0003541076487252125	20206.067900141643	0.0003845566976123977	0.0	0.000708215297450425	0.00017705382436260624	0.0003541076487252125	20206.067191926344	0.0003845567026974248	0.0	0.000708215297450425	0.00017705382436260624	0.0003541076487252125	20206.06860835694	0.0003845566925282172	10	0.000708215297450425	0.000708215297450425
11	TrialState.COMPLETE	0.000708215297450425	2020-01-14 00:59:38.493839	2020-01-14 02:43:20.573398	0.23617116006213326	21.01879280403108	250.0	50.0	0.003215862347436171	0.00048569695855030064	1900.0	1.0002497050714692	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.000708215297450425	20278.691992740794	0.00045659146314197335	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.000708215297450425	20278.69170502833	0.00045659147181697845	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.000708215297450425	20278.69228045326	0.00045659145446952615	11	0.000708215297450425	0.000708215297450425
12	TrialState.COMPLETE	0.000398371104815864	2020-01-14 02:43:20.574454	2020-01-14 08:15:58.186883	0.47611977725944055	23.712159003259295	450.0	50.0	0.0961757995496387	0.09954531065023652	1400.0	0.9889182490370104	0.0	0.000398371104815864	8.852691218130312e-05	0.0002655807365439094	20048.67935552408	0.00032359029595399396	0.0	0.000398371104815864	8.852691218130312e-05	0.0002655807365439094	20048.6791342068	0.0003235903029386198	0.0	0.000398371104815864	8.852691218130312e-05	0.0002655807365439094	20048.67957684136	0.00032359028897210597	12	0.0004426345609065156	0.00041312559017941453
13	TrialState.COMPLETE	0.0002655807365439094	2020-01-14 08:15:58.187930	2020-01-14 10:17:15.310651	0.5899020114955996	4.760516360970653	250.0	60.0	0.02558024361741638	0.03083885491912185	900.0	0.9995009582895484	0.0	0.0002655807365439094	0.0	0.0	20263.24809667139	0.00023353474026405012	0.0	0.0002655807365439094	0.0	0.0	20263.24783109065	0.0002335347508910303	0.0	0.0002655807365439094	0.0	0.0	20263.248362252125	0.00023353472964281408	13	0.00017705382436260624	0.00023607176581680832
14	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 10:17:15.311534	2020-01-14 13:35:07.125121	0.1722274719329318	7.323467386541315	350.0	50.0	0.0013871402027144334	0.001993489507627415	900.0	1.0068993409560452	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20413.063695113313	0.0002766035897081116	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20413.063606586402	0.00027660359013027114	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20413.063783640227	0.0002766035892859846	14	0.00017705382436260624	0.00017705382436260624
