number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3319759206798867	2020-04-26 22:11:01.443209	2020-04-26 22:20:40.469707	128	256	1	1	0.0028662557764065266	512	0.3930354541007417	0.0010623229461756375	0.3319759206798867	0.21671388101983002	0.273371104815864	7967.707595609065	0.1248452817304822	0.0010623229461756375	0.3319759206798867	0.21671388101983002	0.273371104815864	7967.698654390935	0.12484528180485267	357293423	200	0.0010623229461756375	0.3319759206798867	0.21671388101983002	0.273371104815864	7967.716536827195	0.12484528165614246	0	COMPLETE
1	0.3379957507082153	2020-04-26 22:20:40.516979	2020-04-27 00:49:59.426372	256	256	1	90	0.001756634897174047	128	0.5468348670933536	0.0033640226628895184	0.3379957507082153	0.23689801699716714	0.29125354107648727	11086.499734419263	0.13213611083575078	0.0033640226628895184	0.3379957507082153	0.23689801699716714	0.29125354107648727	11086.495396600567	0.13213611085730256	2348696886	250	0.0033640226628895184	0.3379957507082153	0.23689801699716714	0.29125354107648727	11086.50407223796	0.13213611081420124	1	COMPLETE
2	0.3344546742209632	2020-04-27 00:49:59.477542	2020-04-27 01:36:35.035949	128	256	2	16	0.0032785434321280825	128	0.2959877237643976	0.0033640226628895184	0.3344546742209632	0.1906869688385269	0.26044617563739375	5999.8301168555245	0.11771595731277028	0.0033640226628895184	0.3344546742209632	0.1906869688385269	0.26044617563739375	5999.827018413598	0.11771595748734219	3254420400	250	0.0033640226628895184	0.3344546742209632	0.1906869688385269	0.26044617563739375	5999.833215297451	0.11771595713831239	2	COMPLETE
3	0.3378186968838527	2020-04-27 01:36:35.069450	2020-04-27 02:28:13.059371	128	256	2	75	0.0028723397703343655	256	0.5626112049644657	0.000708215297450425	0.3378186968838527	0.23194050991501416	0.2843484419263456	11406.163509206799	0.12839097312056602	0.000708215297450425	0.3378186968838527	0.23194050991501416	0.2843484419263456	11406.157223796034	0.12839097330283977	4071421617	200	0.000708215297450425	0.3378186968838527	0.23194050991501416	0.2843484419263456	11406.169794617565	0.12839097293842935	3	COMPLETE
4	0.33410056657223797	2020-04-27 02:28:13.095920	2020-04-27 02:45:36.281186	128	64	2	16	0.0022341490491135357	256	0.4423951945241101	0.0030099150141643057	0.33410056657223797	0.20821529745042494	0.27000708215297453	8968.321972379603	0.12249740012372846	0.0030099150141643057	0.33410056657223797	0.20821529745042494	0.27000708215297453	8968.319582152975	0.12249740021053099	833485902	200	0.0030099150141643057	0.33410056657223797	0.20821529745042494	0.27000708215297453	8968.324362606232	0.12249740003698416	4	COMPLETE
5	0.04337818696883853	2020-04-27 02:45:36.315822	2020-04-27 03:27:21.374504	128	256	2	71	0.013749807111293873	128	0.5775356732169808	0.0008852691218130312	0.04337818696883853	0.026026912181303118	0.0339943342776204	11709.506728045326	0.01777187066652622	0.0008852691218130312	0.04337818696883853	0.026026912181303118	0.0339943342776204	11709.500708215297	0.017771871319052647	3203376303	150	0.0008852691218130312	0.04337818696883853	0.026026912181303118	0.0339943342776204	11709.512747875355	0.01777187001520941	5	COMPLETE
6	0.0169971671388102	2020-04-27 03:27:21.407077	2020-04-27 04:03:23.644916	256	64	2	97	0.014505283952157612	128	0.8821928654941529	0.0008852691218130312	0.0169971671388102	0.012039660056657223	0.013987252124645893	17885.97919617564	0.007950107986239305	0.0008852691218130312	0.0169971671388102	0.012039660056657223	0.013987252124645893	17885.969723796035	0.007950108512769505	3593196439	150	0.0008852691218130312	0.0169971671388102	0.012039660056657223	0.013987252124645893	17885.98866855524	0.007950107460330062	6	COMPLETE
7	0.26805949008498586	2020-04-27 04:03:23.687044	2020-04-27 04:20:51.613723	128	64	2	66	0.010647674006433365	512	0.3546578724821329	0.0012393767705382436	0.26805949008498586	0.15810906515580736	0.20892351274787535	7189.760800283286	0.09789838294365974	0.0012393767705382436	0.26805949008498586	0.15810906515580736	0.20892351274787535	7189.758675637394	0.09789838330310346	2032725233	200	0.0012393767705382436	0.26805949008498586	0.15810906515580736	0.20892351274787535	7189.762924929179	0.09789838258473686	7	COMPLETE
8	0.2507082152974504	2020-04-27 04:20:51.647321	2020-04-27 04:33:12.723941	128	256	1	5	0.007089420248926884	256	0.2549939103371904	0.002478753541076487	0.2507082152974504	0.14058073654390935	0.1901558073654391	5168.675991501416	0.09032472751482465	0.002478753541076487	0.2507082152974504	0.14058073654390935	0.1901558073654391	5168.675106232295	0.09032472777837644	3307322484	150	0.002478753541076487	0.2507082152974504	0.14058073654390935	0.1901558073654391	5168.676876770538	0.09032472725171257	8	COMPLETE
9	0.23742917847025496	2020-04-27 04:33:12.758584	2020-04-27 04:58:16.360160	256	128	1	58	0.008602690149238777	512	0.3255240814498513	0.0010623229461756375	0.23742917847025496	0.13580028328611898	0.18059490084985835	6599.358179886685	0.08610876341982644	0.0010623229461756375	0.23742917847025496	0.13580028328611898	0.18059490084985835	6599.354107648725	0.08610878059067896	1040014090	150	0.0010623229461756375	0.23742917847025496	0.13580028328611898	0.18059490084985835	6599.362252124646	0.0861087464225948	9	COMPLETE
10	0.06462464589235127	2020-04-27 04:58:16.394215	2020-04-27 06:02:12.358756	128	128	1	94	0.03085733556920227	512	0.5669883998433459	0.0012393767705382436	0.06462464589235127	0.04514872521246459	0.052053824362606235	11495.67085694051	0.027613069062788636	0.0012393767705382436	0.06462464589235127	0.04514872521246459	0.052053824362606235	11495.664483002833	0.027613069316908982	4103451904	350	0.0012393767705382436	0.06462464589235127	0.04514872521246459	0.052053824362606235	11495.677230878187	0.027613068808892704	10	COMPLETE
11	0.3597733711048159	2020-04-27 06:02:12.396544	2020-04-27 06:17:54.875788	128	64	1	52	0.0016126864967461018	512	0.6282735958167033	0.12464589235127478	0.3597733711048159	0.28293201133144474	0.32276912181303113	12736.681657223797	0.21238561251324717	0.12464589235127478	0.3597733711048159	0.28293201133144474	0.32276912181303113	12736.672804532578	0.21238561268030567	1464381031	200	0.12464589235127478	0.3597733711048159	0.28293201133144474	0.32276912181303113	12736.690509915014	0.2123856123463444	11	COMPLETE
12	0.3126770538243626	2020-04-27 06:17:54.925042	2020-04-27 07:28:52.779315	128	256	2	52	0.00402903711316381	128	0.35475739897927244	0.0010623229461756375	0.3126770538243626	0.19688385269121814	0.25761331444759206	7191.862606232295	0.11592478544905725	0.0010623229461756375	0.3126770538243626	0.19688385269121814	0.25761331444759206	7191.859242209632	0.11592478596612295	400642497	250	0.0010623229461756375	0.3126770538243626	0.19688385269121814	0.25761331444759206	7191.865970254958	0.11592478493289037	12	COMPLETE
13	0.31285410764872523	2020-04-27 07:28:52.813365	2020-04-27 07:40:29.171828	64	64	2	46	0.007858963050138683	512	0.4171671161259763	0.000708215297450425	0.31285410764872523	0.20042492917847027	0.2565509915014164	8457.511242917846	0.11602556996456435	0.000708215297450425	0.31285410764872523	0.20042492917847027	0.2565509915014164	8457.50690509915	0.11602725626184654	1874656861	200	0.000708215297450425	0.31285410764872523	0.20042492917847027	0.2565509915014164	8457.515580736545	0.11602409444566869	13	COMPLETE
14	0.03009915014164306	2020-04-27 07:40:29.206704	2020-04-27 08:01:34.413943	64	256	2	47	0.08903650887764307	512	0.7696989306285364	0.000708215297450425	0.03009915014164306	0.02071529745042493	0.026558073654390935	15604.598530453257	0.012962672524077314	0.000708215297450425	0.03009915014164306	0.02071529745042493	0.026558073654390935	15604.590297450424	0.01296267283161452	1590057815	200	0.000708215297450425	0.03009915014164306	0.02071529745042493	0.026558073654390935	15604.606763456091	0.012962672216922587	14	COMPLETE
15	0.33905807365439095	2020-04-27 08:01:34.461995	2020-04-27 08:54:59.162636	256	128	2	79	0.001802749922804673	256	0.5981596252003168	0.0012393767705382436	0.33905807365439095	0.2331798866855524	0.29125354107648727	12126.761862606232	0.1291808478607037	0.0012393767705382436	0.33905807365439095	0.2331798866855524	0.29125354107648727	12126.756196883853	0.12918084799244736	2096232562	200	0.0012393767705382436	0.33905807365439095	0.2331798866855524	0.29125354107648727	12126.767528328612	0.1291808477290604	15	COMPLETE
16	0.016111898016997167	2020-04-27 08:54:59.199645	2020-04-27 09:34:31.370298	64	128	1	7	0.0161874720078408	128	0.44300313752204096	0.0019475920679886685	0.016111898016997167	0.008321529745042492	0.010446175637393768	8981.167581444759	0.008098163201334363	0.0019475920679886685	0.016111898016997167	0.008321529745042492	0.010446175637393768	8981.165014164306	0.008098163330091397	4199154940	250	0.0019475920679886685	0.016111898016997167	0.008321529745042492	0.010446175637393768	8981.170148725212	0.008098163072641282	16	COMPLETE
17	0.33410056657223797	2020-04-27 09:34:31.406995	2020-04-27 09:51:12.593025	64	128	2	59	0.005104067330612878	512	0.4615919779392432	0.0017705382436260624	0.33410056657223797	0.22503541076487252	0.28594192634560905	9358.370750708214	0.1282175938412395	0.0017705382436260624	0.33410056657223797	0.22503541076487252	0.28594192634560905	9358.366324362607	0.1282198638050806	2140085207	200	0.0017705382436260624	0.33410056657223797	0.22503541076487252	0.28594192634560905	9358.375177053824	0.12821564815181713	17	COMPLETE
18	0.21512039660056656	2020-04-27 09:51:12.632873	2020-04-27 10:16:58.422069	128	128	2	45	0.008708742406837748	256	0.3034839767081377	0.0008852691218130312	0.21512039660056656	0.11597025495750708	0.15987960339943344	6152.407223796034	0.07635348058916916	0.0008852691218130312	0.21512039660056656	0.11597025495750708	0.15987960339943344	6152.405099150142	0.07635348278542464	1185892133	200	0.0008852691218130312	0.21512039660056656	0.11597025495750708	0.15987960339943344	6152.409348441926	0.0763534784016527	18	COMPLETE
19	0.021954674220963172	2020-04-27 10:16:58.458381	2020-04-27 10:30:05.350924	256	128	2	7	0.010951969128723716	256	0.3878418664051239	0.0028328611898017	0.021954674220963172	0.010446175637393768	0.01451841359773371	7862.476009206799	0.011334338542096777	0.0028328611898017	0.021954674220963172	0.010446175637393768	0.01451841359773371	7862.473441926346	0.011334338586493445	3396113169	150	0.0028328611898017	0.021954674220963172	0.010446175637393768	0.01451841359773371	7862.478576487252	0.01133433849771822	19	COMPLETE
20	0.3225920679886686	2020-04-27 10:30:05.388429	2020-04-27 10:49:01.682879	64	64	2	51	0.004768726261604421	256	0.43304607891033897	0.001593484419263456	0.3225920679886686	0.2096317280453258	0.2696529745042493	8779.583746458924	0.12142445716625205	0.001593484419263456	0.3225920679886686	0.2096317280453258	0.2696529745042493	8779.580205382435	0.12142445721817775	4269295984	200	0.001593484419263456	0.3225920679886686	0.2096317280453258	0.2696529745042493	8779.58728753541	0.12142445711434198	20	COMPLETE
21	0.35853399433427763	2020-04-27 10:49:01.720751	2020-04-27 11:27:17.710180	256	64	2	89	0.0011097554928875646	256	0.6473344678589918	0.06462464589235127	0.35853399433427763	0.2701841359773371	0.32082152974504247	13123.1838703966	0.17837712218760876	0.06462464589235127	0.35853399433427763	0.2701841359773371	0.32082152974504247	13123.174752124645	0.17837712223347113	966556703	200	0.06462464589235127	0.35853399433427763	0.2701841359773371	0.32082152974504247	13123.192988668556	0.1783771221417595	21	COMPLETE
22	0.34861898016997167	2020-04-27 11:27:17.746781	2020-04-27 11:50:22.930011	128	64	1	66	0.002615032049303092	512	0.6209673034542977	0.043909348441926344	0.34861898016997167	0.267528328611898	0.3119688385269122	12588.920237252125	0.1643142258644068	0.043909348441926344	0.34861898016997167	0.267528328611898	0.3119688385269122	12588.910056657223	0.16431422843278512	1831182001	250	0.043909348441926344	0.34861898016997167	0.267528328611898	0.3119688385269122	12588.930417847025	0.16431422330946308	22	COMPLETE
23	0.04408640226628895	2020-04-27 11:50:22.969394	2020-04-27 12:04:24.224522	64	64	2	79	0.026424510166249665	256	0.5305460744850302	0.0008852691218130312	0.04408640226628895	0.025672804532577902	0.03364022662889518	10756.383764164306	0.01807419484250122	0.0008852691218130312	0.04408640226628895	0.025672804532577902	0.03364022662889518	10756.378009915014	0.01807419505853329	4256741526	150	0.0008852691218130312	0.04408640226628895	0.025672804532577902	0.03364022662889518	10756.389518413598	0.018074194626640325	23	COMPLETE
24	0.013456090651558074	2020-04-27 12:04:24.261374	2020-04-27 12:32:47.519021	64	128	1	100	0.09222273592677592	256	1.027879591079457	0.000708215297450425	0.013456090651558074	0.009915014164305949	0.011154390934844192	20839.322415014165	0.00603060337312536	0.000708215297450425	0.013456090651558074	0.009915014164305949	0.011154390934844192	20839.311260623228	0.0060306035342411355	1237620373	200	0.000708215297450425	0.013456090651558074	0.009915014164305949	0.011154390934844192	20839.3335694051	0.0060306032120785065	24	COMPLETE
25	0.3631373937677054	2020-04-27 12:32:47.555902	2020-04-27 12:58:12.343991	128	128	1	66	0.001357303879492624	512	0.6098225569608094	0.18378186968838528	0.3631373937677054	0.2878895184135977	0.32896600566572237	12363.69564447592	0.24725866073322386	0.18378186968838528	0.3631373937677054	0.2878895184135977	0.32896600566572237	12363.68785410765	0.24725866292212617	839141444	200	0.18378186968838528	0.3631373937677054	0.2878895184135977	0.32896600566572237	12363.703434844192	0.24725865855457352	25	COMPLETE
26	0.30205382436260625	2020-04-27 12:58:12.402080	2020-04-27 15:17:01.451250	256	256	2	93	0.006690184472458396	512	0.4213736353909745	0.002478753541076487	0.30205382436260625	0.1929886685552408	0.24822946175637395	8542.75079674221	0.11394139461485146	0.002478753541076487	0.30205382436260625	0.1929886685552408	0.24822946175637395	8542.74716713881	0.113941396494663	2572519300	250	0.002478753541076487	0.30205382436260625	0.1929886685552408	0.24822946175637395	8542.75442634561	0.1139413927398233	26	COMPLETE
27	0.35357648725212465	2020-04-27 15:17:01.488884	2020-04-27 15:34:59.217746	64	256	2	35	0.0019267418516328194	512	0.4861765096516846	0.0047804532577903685	0.35357648725212465	0.23707507082152973	0.30276203966005666	9856.801434135978	0.13557956212741487	0.0047804532577903685	0.35357648725212465	0.23707507082152973	0.3029390934844193	9856.797273371105	0.13558278131705606	2114280212	200	0.0047804532577903685	0.35357648725212465	0.23707507082152973	0.30276203966005666	9856.80559490085	0.13557687946451913	27	COMPLETE
28	0.3015226628895184	2020-04-27 15:34:59.254872	2020-04-27 16:32:57.292522	256	64	1	27	0.0032841429286705787	128	0.2599060870609625	0.0035410764872521247	0.3015226628895184	0.1653682719546742	0.23123229461756373	5268.3700424929175	0.10639664783651925	0.0035410764872521247	0.3015226628895184	0.1653682719546742	0.23123229461756373	5268.367563739377	0.10639664949702878	566918886	300	0.0035410764872521247	0.3015226628895184	0.1653682719546742	0.23123229461756373	5268.372521246459	0.1063966461825227	28	COMPLETE
29	0.26044617563739375	2020-04-27 16:32:57.331330	2020-04-27 17:42:47.062151	256	256	1	92	0.008027644677262432	512	0.38356342897534995	0.0010623229461756375	0.26044617563739375	0.16306657223796034	0.20502832861189801	7775.942014872521	0.09673727641582647	0.0010623229461756375	0.26044617563739375	0.16306657223796034	0.20502832861189801	7775.93909348442	0.09673727719627254	3466294805	150	0.0010623229461756375	0.26044617563739375	0.16306657223796034	0.20502832861189801	7775.944936260623	0.09673727563753963	29	COMPLETE
30	0.33463172804532576	2020-04-27 17:42:47.103462	2020-04-27 18:31:14.962578	128	64	1	59	0.0019500389953572214	128	0.5371971084574357	0.0028328611898017	0.33463172804532576	0.23636685552407932	0.2870042492917847	10891.05559490085	0.13116374349909343	0.0028328611898017	0.33463172804532576	0.23636685552407932	0.2870042492917847	10891.049220963172	0.1311642479545345	3878425717	250	0.0028328611898017	0.33463172804532576	0.23636685552407932	0.2870042492917847	10891.061968838527	0.13116327507414555	30	COMPLETE
31	0.3590651558073654	2020-04-27 18:31:14.999684	2020-04-27 19:25:30.398355	256	128	1	94	0.0011786796494823082	512	0.6304239983668609	0.13739376770538245	0.3590651558073654	0.2893059490084986	0.32524787535410765	12781.163243626062	0.2216664954087372	0.13739376770538245	0.3590651558073654	0.2893059490084986	0.32524787535410765	12781.153682719547	0.22166649546255665	1438519515	200	0.13739376770538245	0.3590651558073654	0.2893059490084986	0.32524787535410765	12781.172804532578	0.2216664953549273	31	COMPLETE
32	0.044440509915014165	2020-04-27 19:25:30.435437	2020-04-27 19:37:14.679368	64	256	1	32	0.035128876181314356	512	0.3588767626184542	0.0010623229461756375	0.044440509915014165	0.024256373937677055	0.032223796033994334	7275.773990793201	0.01882133852980326	0.0010623229461756375	0.044440509915014165	0.024256373937677055	0.032223796033994334	7275.771246458923	0.018821338649067137	2306237728	150	0.0010623229461756375	0.044440509915014165	0.024256373937677055	0.032223796033994334	7275.776735127479	0.018821338410595075	32	COMPLETE
33	0.023371104815864022	2020-04-27 19:37:14.719298	2020-04-27 19:53:54.426067	256	64	1	37	0.019279814738842313	256	0.6622325529134511	0.0008852691218130312	0.023371104815864022	0.016643059490084985	0.019475920679886686	13426.19157223796	0.010860190475130425	0.0008852691218130312	0.023371104815864022	0.016643059490084985	0.019475920679886686	13426.185729461757	0.010860190627189528	4133384288	150	0.0008852691218130312	0.023371104815864022	0.016643059490084985	0.019475920679886686	13426.197415014165	0.010860190323178096	33	COMPLETE
34	0.34118271954674223	2020-04-27 19:53:54.462993	2020-04-27 20:11:32.870652	64	256	2	17	0.004114895569002203	512	0.4333109081993782	0.004072237960339943	0.34118271954674223	0.22043201133144477	0.27868271954674223	8784.077638101982	0.1279901828809425	0.004072237960339943	0.34118271954674223	0.22043201133144477	0.27868271954674223	8784.073831444759	0.12799018291208017	2435352439	250	0.004072237960339943	0.34118271954674223	0.22043201133144477	0.27868271954674223	8784.081444759207	0.12799018284981112	34	COMPLETE
35	0.03098441926345609	2020-04-27 20:11:32.908375	2020-04-27 20:29:06.977935	64	128	1	36	0.08118517761953886	512	0.6852041954445575	0.000708215297450425	0.03098441926345609	0.021246458923512748	0.02443342776203966	13891.772397308781	0.01337018780603079	0.000708215297450425	0.03098441926345609	0.021246458923512748	0.02443342776203966	13891.764518413598	0.013370187872766599	2680819539	250	0.000708215297450425	0.03098441926345609	0.021246458923512748	0.02443342776203966	13891.780276203966	0.013370187739307515	35	COMPLETE
36	0.03647308781869688	2020-04-27 20:29:07.016339	2020-04-27 20:49:37.294061	64	256	2	45	0.050777191069634714	512	0.5344464952850335	0.000708215297450425	0.03647308781869688	0.023194050991501416	0.02762039660056657	10835.502124645893	0.015758051712685933	0.000708215297450425	0.03647308781869688	0.023194050991501416	0.02762039660056657	10835.49752124646	0.015758052205985605	866169417	200	0.000708215297450425	0.03647308781869688	0.023194050991501416	0.02762039660056657	10835.506728045326	0.01575805122009026	36	COMPLETE
37	0.011862606232294617	2020-04-27 20:49:37.333519	2020-04-27 21:22:36.507229	64	64	2	52	0.04554837807383038	128	0.9590337528895281	0.000708215297450425	0.011862606232294617	0.008144475920679886	0.010092067988668555	19442.56887393768	0.005303132562237127	0.000708215297450425	0.011862606232294617	0.008144475920679886	0.010092067988668555	19442.558250708214	0.0053031326429972565	446455192	200	0.000708215297450425	0.011862606232294617	0.008144475920679886	0.010092067988668555	19442.57949716714	0.005303132481493766	37	COMPLETE
38	0.04745042492917847	2020-04-27 21:22:36.544474	2020-04-27 21:56:10.537929	128	256	1	34	0.02426274510583174	512	0.36342729430089543	0.0008852691218130312	0.04745042492917847	0.02673512747875354	0.03434844192634561	7367.9564447592065	0.019895101823013392	0.0008852691218130312	0.04745042492917847	0.02673512747875354	0.03434844192634561	7367.95254957507	0.019895103064707924	276396693	250	0.0008852691218130312	0.04745042492917847	0.02673512747875354	0.03434844192634561	7367.960339943343	0.019895100584360944	38	COMPLETE
39	0.3371104815864023	2020-04-27 21:56:10.582369	2020-04-27 22:31:22.300186	256	64	2	27	0.002061207285396319	128	0.3437238460604578	0.003718130311614731	0.3371104815864023	0.20573654390934845	0.2671742209631728	6968.203080736544	0.1233272069606237	0.003718130311614731	0.3371104815864023	0.20573654390934845	0.2671742209631728	6968.20007082153	0.12332720740010328	3248592677	200	0.003718130311614731	0.3371104815864023	0.20573654390934845	0.2671742209631728	6968.206090651558	0.12332720652196515	39	COMPLETE
